,Participant_ID,Level,Mistake_Number,Mistake_Time_Stamp,Baseline_HR,Baseline_GSR,Baseline_GSR_Mean_Peak_Amplitude,Baseline_RMSSD,Baseline_SDNN,Baseline_Mean_NNI,Baseline_LFN,Baseline_HFN,Baseline_LFHF_Ratio,Event_GSR,Event_HR,Event_RMSSD,Event_SDNN,Event_Mean_NNI,Event_LFN,Event_HFN,Event_LFHF_Ratio,Event_GSR_Peaks_Count,Event_GSR_Peak_Amplitude,Baseline_GSR_Peaks_Rate
4032,2C0201,Pretest,87,312955.6442,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.311481346760064,67.0,48.6221257362439,51.84121054828013,1013.8,55.88488818327655,44.11511181672345,1.2667969292575005,1,0.2592549357166868,0.06111111111111111
4033,2C0201,Pretest,90,313015.0197,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.3066792382994254,67.0,48.6221257362439,51.84121054828013,1013.8,55.88488818327655,44.11511181672345,1.2667969292575005,1,0.25737403560693395,0.06111111111111111
4034,2C0201,Pretest,91,314170.7066,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.209955042054341,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.24171725121610893,0.06111111111111111
4035,2C0201,Pretest,93,314214.6034,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.2065728261285695,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.24081070099077445,0.06111111111111111
4036,2C0201,Pretest,96,314275.2705,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.2027040178172514,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.23985335386708898,0.06111111111111111
4037,2C0201,Pretest,99,314334.8308,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.198376536355626,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.23903212008461427,0.06111111111111111
4038,2C0201,Pretest,103,314413.6187,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.193079858585084,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.23662067452912544,0.06111111111111111
4039,2C0201,Pretest,106,314476.3312,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.18893983484576,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.23663189728843975,0.06111111111111111
4040,2C0201,Pretest,110,314554.5856,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.183854545570585,66.66666666666667,48.31666379211214,43.34006357991542,1023.8888888888889,65.32150630435738,34.67849369564261,1.8836315924692286,2,0.2341601709661849,0.06111111111111111
4041,2C0201,Pretest,111,315151.299,61.7379679144385,2.5490054157353765,0.15714646477675165,236.94001327862105,168.52816618594937,987.4438502673797,34.78930806844872,65.21069193155127,0.5334908592131716,7.146594331916655,65.7,44.721359549995796,39.3158153080072,1023.8,55.38080378494244,44.619196215057556,1.2411878402742984,2,0.22550745554326143,0.06111111111111111
