,Participant_ID,Baseline_HR,Baseline_GSR,Pretest_Time,Pretest_Mistake_Time,Pretest_GSR,Pretest_HR,Level_1_Time,Level_1_Mistake_Time,Level_1_HR,Level_1_GSR,Level_2_Time,Level_2_Mistake_Time,Level_2_HR,Level_2_GSR,Level_3_Time,Level_3_Mistake_Time,Level_3_HR,Level_3_GSR,Level_4_Time,Level_4_Mistake_Time,Level_4_HR,Level_4_GSR,Posttest_Time,Posttest_Mistake_Time,Posttest_GSR,Posttest_HR
0,2C0804,66.01470588235294,5.098205566622677,8.4587402,2.276492900000536,10.258958158231385,65.66666666666667,5.11022510000004,0.9618441000001039,61.8,11.610732960987102,5.8336332999999865,1.1570887000001966,61.0,11.737053851154872,7.798008400000049,2.008318599999766,60.44444444444444,12.08203186375558,8.01975709999993,1.238242399999872,76.0,12.711437584125889,8.757859800000093,2.793538400000194,13.663013796045817,67.6
1,2C0803,78.79752066115702,4.51719595839176,13.213282000000007,2.032064499999804,10.82026980907549,82.23529411764706,6.530195699999982,0.0,77.0909090909091,11.734986205557272,0.9465223000000696,0.1318285999998916,79.0,13.605758616845087,10.707860299999941,0.8452142000001622,78.4,12.985760223482446,11.38966399999999,0.8721404000002658,77.9375,12.524011964800042,14.340231100000091,2.058855500000529,14.863311423612918,82.63157894736842
2,2C0802,53.02732240437158,0.5682297605175182,23.83591360000003,4.948265699999815,0.7323135366399867,55.88,10.69746980000002,0.16982640000001992,51.45454545454545,0.9775370315910848,11.64368869999994,1.0301775000002236,50.416666666666664,0.8481269662477717,17.69676190000004,3.121760800000513,52.44444444444444,0.8673099772437523,15.386138299999992,3.9223987000000196,62.53333333333333,1.011710004603402,13.338315999999875,3.795558099999209,1.5601671387260154,60.214285714285715
3,2C0801,76.42105263157895,4.885488592245956,22.537037000000012,2.3224836000000066,7.559679172913554,85.87878787878788,9.28747219999996,0.130671399999992,88.8,12.021242443551444,14.675466099999962,0.0,74.6842105263158,11.436388491794556,16.37501159999997,0.41324210000026507,77.54545454545455,12.029859564237302,18.323261500000022,0.7794368999999715,78.69565217391305,12.927030919497684,27.859443699999947,1.0528823000001721,13.810459828316336,83.84615384615384
4,2C0704,61.470588235294116,0.394221639556935,26.010273999999974,2.991699700000172,0.4739383309524468,75.15625,10.234092799999983,0.23410759999993025,66.33333333333333,0.6765075467365494,14.8844081,0.5306032999999588,65.0,0.7169927768352965,14.2155294,0.6893819000001531,66.8125,0.7761923058626262,9.983447700000019,2.0987046000000555,78.07142857142857,0.3305885559406682,18.87990619999997,3.8698184000003386,0.7536359887353383,67.72727272727273
5,2C0703,93.42704626334519,0.7442289504627169,32.5244363,1.0034425000000629,2.001909196576501,99.98181818181818,8.785948900000076,0.0,97.84615384615384,2.2639973951973924,12.87992539999995,0.11688979999988805,92.6,2.1642176299544316,14.2982705000001,1.310729099999764,95.18181818181819,2.411576692888147,19.896443499999936,0.5694093999998877,96.9375,2.3896555395376664,21.150391599999974,0.8807709000001196,2.4804270077534305,95.17647058823529
6,2C0702,59.42307692307692,1.2748210045118813,26.9986519,1.8200487999998731,2.0719897372285105,67.41935483870968,14.007333100000046,0.16884570000017993,62.266666666666666,2.6239261760734,18.796601599999935,0.0,64.28571428571429,2.2681428297388777,26.87130350000004,0.24569680000003427,67.90625,2.6162748562865192,25.911074299999978,1.0682065999995685,66.42857142857143,2.8489640636805933,26.844630100000185,0.47857499999995345,2.7430716353882327,64.51724137931035
7,2C0701,73.05045871559633,2.835428277094254,23.87829990000004,2.0091473999999,4.919149569987841,79.36666666666666,13.81254800000001,0.0,69.6875,5.566241505983247,21.26238129999989,0.3118421999999555,71.41666666666667,5.6191741803841015,26.147683300000033,0.0,70.25,6.061724255665707,21.595284099999933,1.8854079999995883,71.11538461538461,6.660639020951058,23.58608340000012,1.8536675000003306,7.073117421861078,72.67857142857143
8,2C0605,60.04812834224599,0.8416693312693219,12.602338500000013,4.973542899999942,1.6897896757785176,64.42857142857143,5.122273199999937,0.0,60.6,3.8464040025015622,6.780461999999941,1.3760602000001818,59.857142857142854,3.478801843317977,7.532552299999981,0.7754132999998983,62.125,3.8390208684814473,9.287374700000044,1.8111861999999965,60.44444444444444,3.6874444310945664,11.210150799999944,2.5618370000007564,4.16958930946717,58.72727272727273
9,2C0604,76.74782608695652,1.346652629686574,23.261343599999964,5.19662630000012,1.5827818730741028,100.975,12.905204700000002,0.3006999000001233,77.5,2.6323666642261507,18.61713340000005,2.41672510000004,80.63636363636364,2.676901864396608,21.066721099999967,1.9000130000002682,75.15384615384616,2.57554483103439,23.476276899999938,3.0726021000003674,77.71875,2.490680367885036,31.219146799999987,1.5804407999995165,3.2291118957786376,82.90697674418605
